CRSP2_Unique_ID,Severe_Crashes,Area_Type,Context_Zone,Int_Type,Total_Entering_ADT,Cross_Product,Design_Type,Traffic_Control,Leg_Configuration,Major_Division_Configuration,Minor_Division_Configuration,Major_Surface_Type,Minor_Surface_Type,Alignment_Skew,Railroad_Crossing,Adjacent_Curve,Adjacent_Development,Street Parking,Lighting,Previous_Stop,Major_Speed_Limit,Minor_Speed_Limit,Flashers,Overhead_Signal,Left_Turn_Phasing_Maj,Left_Turn_Phasing_Min,Maj1_Lane_Config,Maj2_Lane_Config,Sidewalk,Refuge_Island,Ped_Crossing,Bike_Facility,Ped_Indicator,Transit_Adjacent,School_Crosswalk,Legs,Max_Lanes_Cross
i.09.4.61.011,0,urban,residential,intersection,5950,8085000,traditional,thru-stop,x,other,undivided,paved,paved,0,none,yes,no,no,yes,0,30,30,no,no,none,none,tr,lt,no,no,no,no,no,no,no,4,3
i.09.4.61.016,0,suburban,residential,intersection,2432.5,304750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.61.023,0,urban,mixed use,not an intersection,1800,650000,other,unknown,other,other,other,other,other,0,none,no,no,no,no,0,55,55,no,no,none,none,other,other,no,no,no,no,no,no,no,1,nv
i.09.4.61.025,0,rural,agriculture,intersection,1544,317200,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.61.026,0,rural,natural,intersection,1422,158600,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.61.032,0,rural,natural,intersection,1422,158600,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.61.036,0,rural,natural,intersection,1822,207400,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.61.046,0,small town,commercial,intersection,5592,2960000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,yes,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.09.4.61.052,0,rural,residential,intersection,5142,2693600,traditional,thru-stop,x,divided,undivided,paved,paved,0,none,yes,no,no,no,0,55,45,no,no,none,none,ttr,ttr,no,no,no,no,no,no,no,4,nv
i.09.4.61.061,0,small town,commercial,intersection,3892,1953600,traditional,thru-stop,x,divided,undivided,paved,paved,0,none,no,yes,no,no,0,55,50,no,no,none,none,ttr,ttr,no,no,no,no,no,no,no,4,3
i.09.4.61.066,0,rural,residential,intersection,3390,1652000,traditional,thru-stop,x,divided,undivided,paved,other,0,none,no,no,no,no,0,55,35,no,no,none,none,ttr,ttr,no,no,no,no,no,no,no,4,nv
i.09.4.61.067,0,rural,mixed use,ramp terminal,2800,0,traditional,thru-stop,x,divided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,tr,lt,no,no,no,no,no,no,no,4,nv
i.09.4.7.002,0,rural,natural,intersection,440,25900,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.7.010,0,rural,natural,intersection,4415,1749000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.7.011,0,rural,natural,intersection,4795,1535250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.7.012,0,rural,natural,intersection,792.5,70725,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.7.019,0,rural,natural,intersection,1727.5,341250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.7.020,0,rural,natural,intersection,3255,2261250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.7.023,0,rural,agriculture,intersection,2475,506250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,tr,no,no,no,no,no,no,no,3,nv
i.09.4.7.029,0,urban,mixed use,intersection,6402.5,3363937.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,ltr,ltr,no,no,no,no,no,no,no,4,4
i.09.7.114.011,0,suburban,mixed use,intersection,547,51850,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.7.031,0,suburban,mixed use,intersection,7120,2176000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.09.4.7.032,0,suburban,residential,intersection,7090,1972000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,yes,no,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.09.4.7.033,0,suburban,residential,intersection,6852.5,357000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,yes,no,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.09.4.7.036,0,suburban,residential,intersection,12740,34176000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,yes,no,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.09.4.7.042,0,urban,commercial,intersection,24400,137950000,traditional,signal,x,divided,undivided,paved,paved,0,none,yes,yes,no,yes,0,45,45,no,yes,permitted/protected,permitted/protected,lttr,lttr,yes,yes,yes,no,yes,no,no,4,4
i.09.4.8.001,0,rural,natural,ramp terminal,2145,465500,traditional,uncontrolled,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.8.002,0,rural,natural,intersection,542.5,25725,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,40,40,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.8.003,0,rural,natural,intersection,622.5,64925,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.8.004,0,rural,natural,intersection,497.5,40487.5,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.8.008,1,rural,natural,intersection,325,24600,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.8.012,0,rural,natural,intersection,235,6150,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.8.014,0,rural,natural,intersection,702.5,61500,traditional,thru-stop,x,undivided,undivided,paved,paved,25,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.8.015,0,rural,natural,intersection,677.5,46500,traditional,thru-stop,t,undivided,undivided,paved,paved,20,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.8.016,0,rural,natural,intersection,170,2325,traditional,thru-stop,t,undivided,undivided,paved,paved,0,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.147.001,0,rural,natural,intersection,152,3660,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.4.8.021,0,rural,natural,intersection,265,17050,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,present,no,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.4.9.001,0,rural,natural,intersection,532.5,11475,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.104.002,0,rural,natural,intersection,227.5,10312.5,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.107.001,0,rural,agriculture,intersection,4550,445000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.107.002,0,rural,natural,intersection,282.5,16500,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.108.001,0,rural,residential,intersection,4532.5,367125,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.110.001,0,rural,natural,intersection,3602.5,358750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.113.002,0,rural,natural,intersection,1075,191250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,45,45,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.113.003,0,rural,natural,intersection,367.5,7762.5,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,45,45,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.114.012,0,rural,residential,intersection,852.5,136000,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.116.001,0,rural,natural,intersection,522.5,36300,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,45,45,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.116.002,0,rural,residential,intersection,6852.5,1346625,traditional,thru-stop,x,divided,undivided,paved,paved,0,none,no,no,no,no,0,65,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,nv
i.09.7.116.003,0,rural,natural,intersection,312.5,17400,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,40,40,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.116.005,0,rural,natural,intersection,522.5,65362.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,50,50,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.120.001,0,rural,natural,intersection,92.5,1575,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.120.005,0,rural,natural,intersection,3655,542500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,45,45,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.120.006,0,rural,natural,intersection,3555,192500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.120.008,0,rural,natural,intersection,190,8800,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.121.004,0,rural,natural,intersection,3097.5,705375,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.122.001,0,rural,mixed use,intersection,2125,52500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.122.003,0,rural,agriculture,intersection,1985,115500,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.123.002,0,rural,natural,intersection,1685,173250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.123.006,0,rural,residential,intersection,1900,262500,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,40,40,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.124.001,0,rural,residential,intersection,1782.5,56875,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.125.001,0,rural,natural,intersection,1762.5,21875,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.127.001,0,rural,agriculture,intersection,142.5,3937.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.127.004,1,rural,agriculture,intersection,2517.5,43750,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.129.001,0,rural,agriculture,intersection,252.5,12487.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.129.002,0,rural,natural,intersection,1492.5,129500,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.130.001,0,rural,natural,intersection,1467.5,94500,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.131.001,0,rural,natural,intersection,1867.5,32375,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.09.7.132.001,0,rural,natural,intersection,50,525,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.132.004,0,rural,natural,intersection,127.5,1925,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.134.001,0,rural,natural,intersection,2300,112500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,45,45,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.134.008,0,rural,agriculture,intersection,2300,112500,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.136.001,0,rural,agriculture,intersection,652.5,14175,traditional,thru-stop,x,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.137.001,0,rural,natural,ramp terminal,5255,790500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,lt,tr,no,no,no,no,no,no,no,4,nv
i.09.7.139.002,0,rural,natural,intersection,140,1300,traditional,thru-stop,x,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.142.002,0,rural,agriculture,intersection,202.5,8750,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.145.001,0,rural,natural,intersection,665,39000,traditional,thru-stop,x,undivided,undivided,paved,gravel,40,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.09.7.145.004,0,rural,natural,intersection,87.5,937.5,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.145.005,0,rural,natural,intersection,42.5,375,traditional,thru-stop,t,undivided,undivided,gravel,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.151.001,0,rural,natural,intersection,850,142600,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.153.001,0,rural,natural,intersection,637.5,22500,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.09.7.156.001,0,rural,natural,intersection,1455,77000,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.13.4.1.001,0,small town,commercial,intersection,6195,9065250,traditional,all-way stop,x,undivided,undivided,paved,paved,0,present,no,yes,yes,yes,1,30,30,yes,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.13.4.1.009,0,small town,commercial,intersection,6925,8520000,traditional,thru-stop,x,undivided,undivided,paved,paved,5,none,no,no,no,yes,1,40,30,no,no,none,none,ltr,ltr,yes,no,yes,no,no,no,no,4,4
i.13.4.1.011,0,rural,agriculture,ramp terminal,6800,0,traditional,thru-stop,x,undivided,undivided,paved,paved,15,none,no,yes,no,no,1,55,70,no,no,none,none,lt,t,no,no,no,no,no,no,no,4,nv
i.13.4.1.012,0,rural,agriculture,ramp terminal,8150,9180000,traditional,thru-stop,x,undivided,undivided,paved,paved,15,none,no,no,no,no,1,55,70,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.13.4.1.014,0,rural,agriculture,intersection,2862.5,438750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.13.4.1.017,0,rural,residential,intersection,1562.5,227500,traditional,thru-stop,t,undivided,undivided,paved,gravel,5,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.13.4.1.025,0,rural,agriculture,intersection,1457.5,80500,traditional,thru-stop,t,undivided,undivided,paved,paved,20,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.13.4.1.026,0,rural,agriculture,intersection,1475,356850,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.13.4.10.011,0,rural,agriculture,intersection,2657.5,508375,traditional,thru-stop,t,undivided,undivided,paved,paved,25,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.13.4.10.013,0,rural,agriculture,intersection,4642.5,4616000,traditional,thru-stop,x,undivided,undivided,paved,other,10,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.13.4.10.015,0,rural,agriculture,intersection,3470,864000,traditional,thru-stop,x,undivided,undivided,paved,other,20,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.13.4.10.016,0,rural,commercial,ramp terminal,5100,5600000,traditional,thru-stop,x,undivided,undivided,paved,paved,15,none,yes,yes,no,yes,1,55,70,no,no,none,none,lt,t,no,no,no,no,no,no,no,4,nv
i.13.4.10.017,0,rural,commercial,ramp terminal,3500,0,traditional,thru-stop,x,undivided,undivided,paved,paved,15,none,yes,no,no,yes,1,55,70,no,no,none,none,lt,t,no,no,no,no,no,no,no,4,nv
i.13.4.10.023,0,small town,industrial,intersection,7700,14620000,traditional,thru-stop,x,other,undivided,paved,other,0,present,no,yes,no,yes,0,35,35,no,no,none,none,lt,t,yes,no,no,no,no,no,no,4,3
i.13.4.11.001,2,rural,natural,intersection,3315,1384250,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,yes,no,no,no,0,55,55,no,no,none,none,tb,tr,no,no,no,no,no,no,no,3,4
i.13.4.11.005,0,rural,natural,intersection,1285,298900,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.13.4.11.009,0,rural,agriculture,intersection,672.5,79300,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.13.4.11.011,0,small town,agriculture,intersection,2910,689000,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,3
i.13.4.12.005,1,rural,agriculture,intersection,1760,701500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.13.4.12.013,0,small town,mixed use,intersection,3165,1469000,traditional,thru-stop,x,undivided,undivided,paved,paved,40,none,no,yes,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,4
i.13.4.12.017,0,rural,natural,intersection,825,98600,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,yes,no,no,no,1,55,55,no,no,none,none,tr,tb,no,no,no,no,no,no,no,3,4
i.13.4.12.019,0,rural,agriculture,intersection,767.5,59500,traditional,all-way stop,x,undivided,undivided,paved,other,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.13.4.14.001,1,suburban,commercial,intersection,32350,238350000,traditional,signal,x,undivided,other,paved,paved,20,none,yes,yes,no,yes,1,45,40,no,yes,permitted/protected,permitted/protected,ltr,ltr,yes,yes,yes,no,yes,no,no,4,4
i.13.4.14.004,0,suburban,residential,intersection,3800,2800000,traditional,thru-stop,t,undivided,undivided,paved,paved,20,none,no,no,no,no,0,55,55,no,no,none,none,tb,tr,no,no,no,no,no,no,no,3,4
i.13.4.14.012,0,rural,natural,intersection,2880,841500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,tb,tr,no,no,no,no,no,no,no,3,nv
i.13.4.14.017,0,rural,agriculture,intersection,4400,3737500,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,tb,tr,no,no,no,no,no,no,no,3,nv
i.13.4.14.020,0,rural,agriculture,intersection,5080,1456375,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,tb,tr,no,no,no,no,no,no,no,3,nv
